,location,total_sqft,bath,price,bhk
7810,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
7811,Sarjapura - Attibele Road,1033.0,2.0,28.41,2
7812,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
7813,Sarjapura - Attibele Road,1800.0,3.0,90.0,3
7814,Sarjapura - Attibele Road,1308.0,2.0,37.0,2
7815,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
7816,Sarjapura - Attibele Road,3750.0,6.0,295.0,5
7817,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
7818,Sarjapura - Attibele Road,3750.0,6.0,295.0,5
7819,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
7820,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
7821,Sarjapura - Attibele Road,740.0,1.0,23.65,1
7822,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
7823,Sector 2 HSR Layout,1296.0,2.0,75.0,2
7824,Sector 2 HSR Layout,1450.0,2.0,135.0,3
7825,Sector 2 HSR Layout,794.0,1.0,60.0,1
7826,Sector 2 HSR Layout,1143.0,2.0,65.0,2
7827,Sector 2 HSR Layout,794.0,1.0,65.0,1
7828,Sector 2 HSR Layout,1146.0,2.0,55.0,2
7830,Sector 2 HSR Layout,1665.0,3.0,110.0,3
7832,Sector 2 HSR Layout,1332.0,2.0,101.0,2
7835,Sector 2 HSR Layout,1095.0,2.0,85.41,2
7836,Sector 2 HSR Layout,1231.0,2.0,66.0,2
7837,Sector 7 HSR Layout,3000.0,5.0,275.0,4
7838,Sector 7 HSR Layout,1163.0,2.0,98.86,2
7839,Sector 7 HSR Layout,1760.0,3.0,145.0,3
7840,Sector 7 HSR Layout,3900.0,3.0,300.0,3
7841,Sector 7 HSR Layout,1163.0,2.0,98.86,2
7842,Sector 7 HSR Layout,1342.0,2.0,115.0,2
7843,Sector 7 HSR Layout,1760.0,3.0,160.0,3
7844,Sector 7 HSR Layout,1760.0,3.0,142.0,3
7845,Sector 7 HSR Layout,2400.0,2.0,195.0,3
7846,Sector 7 HSR Layout,1760.0,3.0,185.0,3
7847,Sector 7 HSR Layout,1162.0,2.0,98.77,2
7848,Seegehalli,901.0,2.0,35.14,2
7850,Seegehalli,800.0,1.0,50.0,2
7852,Seegehalli,1118.0,2.0,37.5,2
7853,Seegehalli,1200.0,2.0,62.0,3
7854,Seegehalli,1155.0,2.0,72.0,2
7855,Seegehalli,1830.0,4.0,82.0,3
7856,Seegehalli,4000.0,3.0,235.0,3
7859,Seegehalli,1096.0,2.0,41.0,2
7861,Seegehalli,920.0,2.0,27.0,2
7862,Seegehalli,3000.0,5.0,335.0,3
7863,Seegehalli,1553.0,3.0,68.0,3
7864,Seegehalli,1639.0,3.0,120.0,3
7865,Seegehalli,3000.0,4.0,235.0,3
7866,Seegehalli,1134.0,2.0,45.0,2
7867,Seegehalli,1683.0,3.0,80.0,3
7868,Seegehalli,2400.0,4.0,240.0,3
7869,Seegehalli,1176.0,2.0,50.0,2
7870,Seegehalli,3000.0,4.0,240.0,3
7871,Shampura,2650.0,4.0,150.0,4
7872,Shampura,375.0,2.0,26.0,1
7873,Shampura,1200.0,2.0,53.0,2
7874,Shampura,700.0,1.0,35.0,2
7875,Shampura,1400.0,3.0,70.0,3
7876,Shampura,1475.0,3.0,78.0,3
7877,Shampura,1700.0,3.0,75.0,3
7878,Shampura,1187.0,2.0,42.0,2
7879,Shampura,2800.0,5.0,95.0,7
7880,Shivaji Nagar,850.0,2.0,55.0,2
7881,Shivaji Nagar,1554.0,3.0,130.0,2
7882,Shivaji Nagar,2200.0,2.0,110.0,2
7883,Shivaji Nagar,3820.0,1.0,306.0,1
7884,Shivaji Nagar,1300.0,3.0,170.0,3
7885,Shivaji Nagar,703.0,2.0,49.5,2
7886,Shivaji Nagar,1460.0,2.0,90.0,3
7887,Shivaji Nagar,2176.0,3.0,348.0,3
7888,Shivaji Nagar,600.0,1.0,65.0,2
7889,Shivaji Nagar,1226.0,2.0,60.0,3
7890,Singasandra,1010.0,2.0,29.5,2
7891,Singasandra,1440.0,2.0,65.0,3
7892,Singasandra,1030.0,2.0,55.0,2
7893,Singasandra,3850.0,6.0,195.0,4
7894,Singasandra,600.0,2.0,36.5,2
7895,Singasandra,1100.0,2.0,52.0,2
7898,Singasandra,1300.0,2.0,65.0,2
7901,Singasandra,1010.0,2.0,40.0,2
7902,Singasandra,1375.0,2.0,58.0,2
7903,Singasandra,1120.0,2.0,60.0,2
7904,Singasandra,1099.0,2.0,37.5,2
7905,Singasandra,600.0,1.0,45.0,1
7906,Singasandra,600.0,1.0,45.0,1
7907,Singasandra,1510.0,3.0,75.0,3
7908,Singasandra,1179.0,2.0,56.0,2
7909,Singasandra,1416.0,2.0,67.0,2
7910,Singasandra,1476.0,2.0,73.0,3
7911,Singasandra,1139.7,2.0,45.0,2
7912,Singasandra,1465.0,2.0,60.0,2
7914,Singasandra,1653.0,3.0,85.0,3
7916,Somasundara Palya,1255.0,2.0,67.0,2
7917,Somasundara Palya,1448.0,2.0,68.0,2
7919,Somasundara Palya,1178.0,2.0,73.0,2
7920,Somasundara Palya,1260.0,2.0,60.0,2
7921,Somasundara Palya,1174.0,2.0,74.0,2
7922,Somasundara Palya,1033.0,2.0,48.0,2
7924,Somasundara Palya,1329.0,2.0,70.0,2
7925,Somasundara Palya,2372.0,3.0,140.0,3
7926,Somasundara Palya,1178.0,2.0,78.0,2
7927,Somasundara Palya,1185.0,2.0,70.0,2
7930,Somasundara Palya,1200.0,2.0,75.0,2
7932,Somasundara Palya,2400.0,3.0,140.0,4
7934,Somasundara Palya,1650.0,3.0,95.0,3
7935,Somasundara Palya,1186.0,2.0,72.0,2
7936,Somasundara Palya,1186.0,2.0,76.0,2
7938,Somasundara Palya,1650.0,3.0,126.0,3
7939,Somasundara Palya,1140.0,2.0,46.0,2
7940,Somasundara Palya,1185.0,2.0,75.0,2
7943,Sompura,825.0,2.0,33.0,2
7944,Sompura,1025.0,2.0,48.0,3
7945,Sompura,1025.0,2.0,37.0,3
7946,Sompura,1020.0,2.0,41.0,2
7947,Sompura,1090.0,2.0,28.0,2
7948,Sompura,1275.0,3.0,59.0,3
7949,Sompura,1126.0,2.0,39.0,2
7950,Sompura,825.0,2.0,32.0,2
7951,Sompura,1350.0,3.0,65.0,3
7952,Sompura,1360.0,2.0,45.0,3
7953,Sompura,1350.0,2.0,47.0,3
7956,Sonnenahalli,896.0,2.0,43.75,2
7957,Sonnenahalli,1268.0,2.0,73.0,2
7958,Sonnenahalli,1120.0,2.0,43.0,2
7959,Sonnenahalli,1100.0,2.0,44.0,2
7960,Sonnenahalli,1011.0,2.0,50.53,2
7961,Sonnenahalli,1157.0,2.0,42.0,2
7962,Sonnenahalli,605.0,1.0,40.0,1
7963,Sonnenahalli,614.5,1.0,30.715,1
7965,Sonnenahalli,1484.0,3.0,74.18,3
7966,Sonnenahalli,1610.0,3.0,80.48,3
7967,Sonnenahalli,1059.0,2.0,62.0,2
7968,Sonnenahalli,1268.0,2.0,75.0,3
7970,Sonnenahalli,1268.0,2.0,58.0,2
7972,Sonnenahalli,1268.0,2.0,56.0,2
7973,Sonnenahalli,1011.0,2.0,59.0,2
7974,Sonnenahalli,605.0,1.0,30.24,1
7975,Sonnenahalli,1484.0,3.0,75.0,3
7977,Subramanyapura,929.0,2.0,50.17,2
7978,Subramanyapura,1200.0,2.0,52.0,2
7979,Subramanyapura,975.0,2.0,65.0,2
7980,Subramanyapura,975.0,2.0,58.0,2
7981,Subramanyapura,1277.0,2.0,55.0,2
7982,Subramanyapura,985.0,2.0,58.0,2
7984,Subramanyapura,1313.0,2.0,73.0,2
7986,Subramanyapura,1313.0,2.0,66.5,2
7987,Subramanyapura,1255.0,2.0,79.0,3
7988,Subramanyapura,1050.0,2.0,41.0,2
7990,Subramanyapura,929.0,2.0,48.0,2
7991,Subramanyapura,975.0,2.0,63.0,2
7992,Subramanyapura,950.0,2.0,55.0,2
7994,Subramanyapura,929.0,2.0,56.0,2
7995,Subramanyapura,975.0,2.0,65.0,2
7997,Subramanyapura,1260.0,2.0,76.0,3
7998,Subramanyapura,1260.0,2.0,108.0,2
8000,Subramanyapura,958.0,2.0,34.49,2
8002,Subramanyapura,958.0,2.0,33.53,2
8003,Subramanyapura,960.0,2.0,55.0,2
8004,Subramanyapura,1260.0,2.0,73.0,3
8007,Subramanyapura,1278.0,3.0,70.0,3
8008,Subramanyapura,929.0,2.0,49.0,2
8009,Subramanyapura,1260.0,2.0,75.0,3
8010,Subramanyapura,1000.0,2.0,45.0,2
8011,Subramanyapura,1260.0,2.0,80.0,3
8013,Subramanyapura,929.0,1.0,51.0,2
8014,Subramanyapura,1880.0,3.0,110.0,3
8017,Subramanyapura,985.0,2.0,62.5,2
8018,Sultan Palaya,1700.0,3.0,120.0,3
8019,Sultan Palaya,1100.0,2.0,40.0,2
8020,Sultan Palaya,1800.0,8.0,175.0,6
8021,Sultan Palaya,1100.0,2.0,45.0,2
8022,Sultan Palaya,900.0,2.0,45.0,2
8023,Sultan Palaya,870.0,2.0,65.0,2
8025,Sultan Palaya,1713.0,3.0,125.0,3
8026,Sultan Palaya,1009.0,2.0,65.0,2
8027,Sultan Palaya,5000.0,5.0,325.0,4
8028,Sultan Palaya,1070.0,2.0,49.0,2
8029,Sultan Palaya,2200.0,3.0,80.0,4
8030,TC Palaya,1475.0,3.0,98.0,3
8031,TC Palaya,1200.0,2.0,60.0,2
8036,TC Palaya,1240.0,2.0,60.0,2
8037,TC Palaya,1500.0,2.0,100.0,3
8038,TC Palaya,1200.0,2.0,65.0,2
8039,TC Palaya,1200.0,2.0,70.0,2
8041,TC Palaya,900.0,2.0,55.0,2
8044,TC Palaya,4800.0,3.0,302.0,4
8045,TC Palaya,1000.0,2.0,64.0,2
8047,TC Palaya,900.0,2.0,55.0,2
8048,TC Palaya,1200.0,2.0,66.0,2
8049,TC Palaya,1500.0,2.0,120.0,3
8052,TC Palaya,900.0,2.0,55.0,2
8054,TC Palaya,900.0,2.0,55.0,2
8057,TC Palaya,1200.0,2.0,65.0,2
8058,TC Palaya,1500.0,2.0,75.0,2
8060,TC Palaya,1000.0,2.0,70.0,2
8061,TC Palaya,1100.0,2.0,65.0,2
8065,TC Palaya,1800.0,2.0,80.0,2
8067,TC Palaya,1200.0,2.0,70.0,2
8068,TC Palaya,1350.0,1.0,55.0,1
8069,TC Palaya,900.0,2.0,55.0,2
8070,TC Palaya,900.0,2.0,55.0,2
8072,TC Palaya,1082.0,2.0,64.0,2
8076,TC Palaya,1152.0,2.0,55.0,2
8077,TC Palaya,1126.0,2.0,39.4,2
8082,Talaghattapura,1868.0,3.0,131.0,3
8083,Talaghattapura,1090.0,2.0,27.24,2
8084,Talaghattapura,2038.5,3.0,120.0,3
8085,Talaghattapura,2106.0,3.0,126.0,3
8086,Talaghattapura,2254.0,3.0,170.0,3
8088,Talaghattapura,1868.0,3.0,121.0,3
8089,Talaghattapura,1150.0,2.0,28.0,2
8090,Talaghattapura,2106.0,3.0,126.0,3
8091,Talaghattapura,1868.0,3.0,135.0,3
8092,Talaghattapura,1856.0,3.0,135.0,3
8093,Talaghattapura,1868.0,3.0,120.0,3
8094,Talaghattapura,2254.0,3.0,170.0,3
8095,Talaghattapura,2254.0,3.0,170.0,3
8096,Talaghattapura,1804.0,3.0,115.0,3
8097,Talaghattapura,951.0,2.0,30.43,2
8098,Talaghattapura,1856.0,3.0,135.0,3
8099,Talaghattapura,2254.0,3.0,153.0,3
8100,Talaghattapura,2106.0,3.0,148.0,3
8101,Talaghattapura,921.0,2.0,29.47,2
8103,Talaghattapura,1856.0,3.0,135.0,3
8104,Talaghattapura,2273.0,3.0,159.0,3
8105,Talaghattapura,2099.0,3.0,147.0,3
8106,Talaghattapura,1040.0,2.0,33.28,2
8107,Talaghattapura,1100.0,2.0,50.0,2
8109,Talaghattapura,1100.0,2.0,49.49,2
8110,Talaghattapura,1100.0,2.0,32.0,2
8111,Talaghattapura,1575.0,3.0,80.0,3
8112,Talaghattapura,2273.0,3.0,145.0,3
8113,Talaghattapura,921.0,2.0,29.47,2
8114,Talaghattapura,1175.0,2.0,62.0,2
8115,Talaghattapura,1804.0,3.0,127.0,3
8116,Talaghattapura,1062.0,2.0,42.48,2
8117,Talaghattapura,3554.0,4.0,340.0,3
8118,Talaghattapura,2038.5,3.0,122.0,3
8119,Talaghattapura,1800.0,3.0,84.0,3
8120,Talaghattapura,2265.0,3.0,159.0,3
8121,Talaghattapura,2099.0,3.0,134.0,3
8122,Thanisandra,510.0,1.0,25.25,1
8123,Thanisandra,1296.0,2.0,80.0,2
8125,Thanisandra,1427.0,3.0,120.0,3
8126,Thanisandra,1735.0,3.0,135.0,3
8127,Thanisandra,2050.0,3.0,145.0,3
8128,Thanisandra,2144.0,3.0,145.0,3
8131,Thanisandra,1702.0,3.0,130.0,3
8133,Thanisandra,445.0,1.0,28.0,1
8134,Thanisandra,1296.0,2.0,83.0,2
8142,Thanisandra,1093.0,2.0,70.0,2
8147,Thanisandra,1265.0,2.0,85.0,2
8148,Thanisandra,510.0,1.0,25.25,1
8150,Thanisandra,776.5,2.0,48.145,1
8151,Thanisandra,1564.0,3.0,101.0,3
8154,Thanisandra,1847.0,3.0,123.0,3
8157,Thanisandra,1697.0,3.0,114.0,3
8158,Thanisandra,2650.0,4.0,240.0,4
8161,Thanisandra,3500.0,5.0,160.0,6
8164,Thanisandra,693.0,1.0,34.3,1
8165,Thanisandra,1098.0,2.0,68.0,2
8166,Thanisandra,760.0,1.0,50.3,1
8175,Thanisandra,1697.0,3.0,115.0,3
8177,Thanisandra,1380.0,1.0,62.1,1
8178,Thanisandra,923.0,1.0,60.84,1
8180,Thanisandra,923.0,1.0,45.69,1
8182,Thanisandra,3216.0,4.0,226.0,4
8186,Thanisandra,1874.0,4.0,130.0,3
8188,Thanisandra,1411.0,3.0,93.04,3
8189,Thanisandra,1996.0,3.0,135.0,3
8191,Thanisandra,1678.0,3.0,125.0,3
8192,Thanisandra,1265.0,2.0,82.0,2
8195,Thanisandra,662.0,1.0,42.0,1
8197,Thanisandra,1948.0,3.0,130.0,3
8198,Thanisandra,1690.0,3.0,125.0,3
8202,Thanisandra,965.0,2.0,67.0,2
8204,Thanisandra,1098.0,2.0,74.0,2
8206,Thanisandra,1795.0,3.0,140.0,3
8208,Thanisandra,1564.0,3.0,104.0,3
8221,Thanisandra,1276.0,2.0,75.0,2
8222,Thanisandra,693.0,1.0,34.3,1
8224,Thanisandra,1265.0,2.0,78.0,2
8228,Thanisandra,934.0,2.0,55.0,2
8230,Thanisandra,1056.0,2.0,68.0,2
8231,Thanisandra,1595.0,3.0,110.0,3
8232,Thanisandra,1411.0,3.0,93.15,3
8236,Thanisandra,1093.0,2.0,68.1,2
8239,Thanisandra,1093.0,2.0,72.0,2
8244,Thanisandra,1564.0,3.0,105.0,3
8245,Thanisandra,1265.0,2.0,83.0,2
8246,Thanisandra,2280.0,4.0,184.0,3
8247,Thanisandra,784.0,1.0,35.285,1
8248,Thanisandra,965.0,2.0,56.0,2
8250,Thanisandra,1795.0,3.0,150.0,3
8251,Thanisandra,777.0,1.0,38.535,1
8253,Thanisandra,1697.0,3.0,110.0,3
8256,Thanisandra,1595.0,3.0,120.0,3
8258,Thanisandra,760.0,1.0,50.0,1
8260,Thanisandra,1800.0,4.0,125.0,3
8261,Thanisandra,933.0,2.0,58.0,1
8264,Thanisandra,1183.0,2.0,77.25,2
8267,Thanisandra,662.0,1.0,29.0,1
8270,Thanisandra,663.0,1.0,46.1,1
8271,Thanisandra,662.0,1.0,45.0,1
8273,Thanisandra,1262.0,2.0,83.0,3
8274,Thanisandra,1056.0,2.0,65.0,2
8276,Thanisandra,1702.0,3.0,115.0,3
8279,Thanisandra,933.0,2.0,55.0,2
8281,Thanisandra,1183.0,2.0,77.3,2
8283,Thanisandra,662.0,1.0,38.0,1
8284,Thanisandra,1265.0,2.0,72.0,2
8285,Thanisandra,1595.0,3.0,105.0,3
8289,Thanisandra,580.0,1.0,27.5,1
8290,Thanisandra,2087.0,4.0,139.0,3
8291,Thanisandra,2050.0,3.0,150.0,3
8294,Thanisandra,1098.0,2.0,71.0,2
8295,Thanisandra,1411.0,3.0,93.25,3
8299,Thanisandra,1732.0,3.0,112.0,3
8300,Thanisandra,933.0,2.0,66.0,2
8301,Thanisandra,933.0,1.0,61.0,1
8304,Thanisandra,747.0,1.0,34.355,1
8307,Thanisandra,663.0,1.0,46.0,1
8308,Thanisandra,1411.0,3.0,100.0,3
8309,Thanisandra,1702.0,3.0,120.0,3
8312,Thanisandra,1948.0,4.0,129.0,4
8313,Thanisandra,3600.0,9.0,125.0,8
8315,Thanisandra,1056.0,2.0,70.0,2
8318,Thanisandra,1719.0,3.0,135.0,3
8320,Thanisandra,1698.0,3.0,125.0,3
8324,Thanisandra,1056.0,2.0,75.0,2
8325,Thanisandra,1245.0,2.0,83.05,2
8326,Thanisandra,2695.0,4.0,188.0,4
8333,Thanisandra,777.0,1.0,38.46,1
8336,Thanisandra,2999.97,6.0,110.0,6
8338,Thanisandra,760.0,1.0,50.4,1
8339,Thanisandra,663.0,1.0,32.82,1
8342,Thanisandra,1806.0,6.0,116.0,3
8344,Thanisandra,1573.0,3.0,115.0,3
8346,Thanisandra,1305.0,2.0,90.0,2
8350,Thanisandra,1694.0,3.0,125.0,3
8354,Thanisandra,1917.0,4.0,130.0,4
8358,Thigalarapalya,1200.0,2.0,65.0,2
8359,Thigalarapalya,1297.0,2.0,112.0,2
8360,Thigalarapalya,1297.0,2.0,103.0,2
8361,Thigalarapalya,1418.0,2.0,95.0,2
8363,Thigalarapalya,3122.0,6.0,245.0,4
8364,Thigalarapalya,2072.0,4.0,150.0,3
8365,Thigalarapalya,1418.0,2.0,103.0,2
8366,Thigalarapalya,1418.0,2.0,101.0,2
8367,Thigalarapalya,1165.0,2.0,95.0,2
8368,Thigalarapalya,1418.0,2.0,104.0,2
8369,Thigalarapalya,4190.0,4.0,380.0,4
8373,Thigalarapalya,1418.0,2.0,103.0,2
8374,Thigalarapalya,2072.0,4.0,159.0,3
8376,Thigalarapalya,1207.0,2.0,62.0,2
8377,Thigalarapalya,1418.0,2.0,106.0,2
8379,Thigalarapalya,1418.0,2.0,104.0,2
8380,Thigalarapalya,3122.0,6.0,237.0,4
8381,Thigalarapalya,1418.0,2.0,105.0,2
8382,Thigalarapalya,1418.0,2.0,104.0,2
8384,Thigalarapalya,2215.0,4.0,160.0,3
8385,Thigalarapalya,1418.0,2.0,106.0,2
8386,Thigalarapalya,2072.0,4.0,155.0,3
8387,Thigalarapalya,1830.0,4.0,150.0,3
8388,Thigalarapalya,1830.0,4.0,135.0,3
8389,Thigalarapalya,1000.0,2.0,48.53,2
8390,Thigalarapalya,1418.0,2.0,105.0,2
8391,Thigalarapalya,2072.0,4.0,160.0,3
8393,Thigalarapalya,1245.0,2.0,100.0,2
8395,Thigalarapalya,2072.0,4.0,152.0,3
8396,Thigalarapalya,2072.0,4.0,160.0,3
8397,Thigalarapalya,2072.0,4.0,155.0,3
8399,Thigalarapalya,2072.0,4.0,153.0,3
8401,Thigalarapalya,2072.0,4.0,157.0,3
8402,Thigalarapalya,1418.0,2.0,105.0,2
8404,Thigalarapalya,3122.0,6.0,245.0,4
8405,Thigalarapalya,1245.0,2.0,100.0,2
8406,Thigalarapalya,1830.0,4.0,150.0,3
8407,Thigalarapalya,1830.0,3.0,133.0,3
8409,Thigalarapalya,4190.0,4.0,325.0,4
8411,Thigalarapalya,2072.0,4.0,151.0,3
8413,Thigalarapalya,1400.0,2.0,105.0,2
8414,Thigalarapalya,2215.0,4.0,162.0,3
8415,Thigalarapalya,3122.0,6.0,250.0,4
8416,Thigalarapalya,1297.0,2.0,98.0,2
8418,Thubarahalli,3800.0,4.0,239.0,4
8419,Thubarahalli,1200.0,2.0,78.0,2
8420,Thubarahalli,1128.0,2.0,75.0,2
8421,Thubarahalli,1185.0,2.0,65.0,2
8422,Thubarahalli,1626.0,2.0,120.0,3
8423,Thubarahalli,975.0,2.0,55.0,2
8424,Thubarahalli,1330.0,2.0,75.0,2
8425,Thubarahalli,1085.0,2.0,70.0,2
8426,Thubarahalli,1216.0,2.0,80.0,2
8427,Thubarahalli,1200.0,2.0,79.0,2
8428,Thubarahalli,1200.0,2.0,80.0,2
8429,Thubarahalli,1200.0,2.0,79.55,2
8430,Thubarahalli,1200.0,2.0,47.0,2
8432,Thubarahalli,2625.0,3.0,175.0,3
8434,Thubarahalli,975.0,2.0,50.0,2
8439,Thubarahalli,1584.0,3.0,101.0,3
8440,Thyagaraja Nagar,800.0,1.0,100.0,1
8441,Thyagaraja Nagar,2000.0,4.0,145.0,5
8442,Thyagaraja Nagar,660.0,1.0,95.0,1
8443,Thyagaraja Nagar,3000.0,6.0,180.0,7
8444,Thyagaraja Nagar,1270.0,2.0,95.25,3
8445,Thyagaraja Nagar,1040.0,2.0,68.0,2
8446,Thyagaraja Nagar,1675.0,1.0,241.0,1
8447,Tindlu,1500.0,2.0,87.0,3
8448,Tindlu,7500.0,7.0,400.0,7
8449,Tindlu,1357.0,2.0,65.0,3
8450,Tindlu,1350.0,2.0,100.0,2
8451,Tindlu,1500.0,3.0,87.0,3
8452,Tindlu,1180.0,2.0,52.0,2
8453,Tindlu,1370.07,3.0,65.0,3
8454,Tindlu,1165.0,2.0,59.8,2
8455,Tindlu,1050.0,2.0,55.0,2
8456,Tindlu,1100.0,2.0,55.0,2
8457,Tumkur Road,1500.0,3.0,95.0,3
8458,Tumkur Road,1779.0,3.0,112.0,3
8459,Tumkur Road,1586.0,3.0,100.0,3
8460,Tumkur Road,1098.0,2.0,72.0,2
8461,Tumkur Road,1354.0,3.0,90.0,3
8462,Tumkur Road,1240.0,2.0,84.0,3
8463,Tumkur Road,700.0,1.0,30.09,1
8464,Tumkur Road,1239.0,2.0,82.0,2
8465,Tumkur Road,1246.0,2.0,82.0,2
8467,Tumkur Road,1137.5,2.0,48.905,2
8468,Tumkur Road,1500.0,3.0,100.0,3
8470,Tumkur Road,1250.0,2.0,33.0,2
8471,Tumkur Road,1459.0,2.0,110.0,3
8472,Tumkur Road,1416.0,3.0,94.0,3
8473,Tumkur Road,1027.0,2.0,60.0,2
8474,Tumkur Road,1027.0,2.0,68.62,2
8475,Tumkur Road,1459.0,2.0,95.0,3
8476,Tumkur Road,992.0,2.0,60.0,2
8477,Tumkur Road,1066.0,2.0,52.5,2
8478,Tumkur Road,4800.0,5.0,150.0,5
8479,Tumkur Road,728.5,1.0,31.315,1
8480,Tumkur Road,708.0,2.0,32.0,2
8481,Tumkur Road,1240.0,2.0,79.0,3
8482,Tumkur Road,1441.0,2.0,95.0,3
8483,Tumkur Road,1240.0,2.0,83.0,3
8484,Tumkur Road,1035.0,2.0,39.0,2
8485,Tumkur Road,1027.0,2.0,67.0,2
8487,Tumkur Road,992.0,2.0,70.0,2
8488,Tumkur Road,1354.0,3.0,85.86,3
8489,Ulsoor,2135.0,3.0,215.0,3
8490,Ulsoor,2700.0,3.0,450.0,3
8491,Ulsoor,1275.0,2.0,120.0,2
8492,Ulsoor,1020.0,3.0,110.0,3
8493,Ulsoor,1200.0,2.0,60.0,2
8494,Ulsoor,1180.0,2.0,100.0,2
8495,Ulsoor,1340.0,3.0,90.0,3
8496,Ulsoor,1500.0,2.0,125.0,3
8497,Ulsoor,2000.0,3.0,185.0,3
8499,Ulsoor,1255.0,2.0,120.0,2
8501,Ulsoor,1685.0,4.0,185.0,3
8502,Ulsoor,840.0,1.0,150.0,1
8504,Ulsoor,2135.0,3.0,170.0,3
8505,Ulsoor,1160.0,2.0,130.0,2
8506,Uttarahalli,1440.0,2.0,62.0,3
8507,Uttarahalli,1143.0,2.0,45.0,2
8508,Uttarahalli,1020.0,2.0,45.0,2
8509,Uttarahalli,1286.0,2.0,63.0,2
8510,Uttarahalli,1101.0,2.0,45.0,2
8511,Uttarahalli,1345.0,2.0,67.0,2
8515,Uttarahalli,1175.0,2.0,47.0,2
8516,Uttarahalli,1390.0,2.0,62.55,3
8517,Uttarahalli,1330.0,2.0,56.0,3
8518,Uttarahalli,1008.0,2.0,45.0,2
8519,Uttarahalli,1390.0,2.0,60.47,3
8521,Uttarahalli,1150.0,2.0,49.0,2
8522,Uttarahalli,1330.0,2.0,56.0,3
8523,Uttarahalli,1200.0,2.0,44.0,2
8526,Uttarahalli,882.0,2.0,30.0,2
8527,Uttarahalli,993.0,2.0,39.71,2
8528,Uttarahalli,1045.0,2.0,45.0,2
8529,Uttarahalli,850.0,2.0,37.93,2
8531,Uttarahalli,3600.0,6.0,120.0,6
8532,Uttarahalli,1788.0,3.0,98.34,3
8533,Uttarahalli,1345.0,2.0,57.0,3
8534,Uttarahalli,1089.0,2.0,43.55,2
8536,Uttarahalli,1279.0,2.0,48.0,2
8538,Uttarahalli,1425.0,2.0,64.0,3
8539,Uttarahalli,1155.0,2.0,40.42,2
8540,Uttarahalli,1050.0,2.0,42.0,2
8541,Uttarahalli,1300.0,2.0,55.0,3
8542,Uttarahalli,1250.0,2.0,55.0,3
8543,Uttarahalli,1700.0,3.0,88.0,3
8545,Uttarahalli,1085.0,2.0,43.0,2
8547,Uttarahalli,1175.0,2.0,47.0,2
8548,Uttarahalli,1689.28,3.0,91.2,3
8549,Uttarahalli,1310.0,2.0,85.0,3
8550,Uttarahalli,1175.0,2.0,47.0,2
8551,Uttarahalli,1137.0,2.0,63.0,2
8552,Uttarahalli,1315.0,2.0,74.0,3
8553,Uttarahalli,1215.0,2.0,52.85,3
8555,Uttarahalli,1325.0,2.0,53.0,2
8556,Uttarahalli,1300.0,2.0,60.0,3
8557,Uttarahalli,850.0,2.0,35.0,2
8558,Uttarahalli,1627.86,3.0,88.0,3
8560,Uttarahalli,1360.0,2.0,61.2,3
8561,Uttarahalli,1280.0,2.0,75.0,2
8562,Uttarahalli,661.0,1.0,36.0,1
8563,Uttarahalli,1134.0,2.0,45.36,2
8565,Uttarahalli,1320.0,2.0,55.44,3
8566,Uttarahalli,1390.0,2.0,61.16,3
8567,Uttarahalli,1090.0,2.0,45.0,2
8568,Uttarahalli,1050.0,2.0,42.0,2
8569,Uttarahalli,1235.0,2.0,90.0,2
8570,Uttarahalli,1123.0,2.0,48.0,2
8571,Uttarahalli,1329.0,2.0,56.0,3
8572,Uttarahalli,938.0,2.0,35.0,2
8575,Uttarahalli,1100.0,1.0,45.0,2
8576,Uttarahalli,1125.0,2.0,47.0,2
8578,Uttarahalli,1685.0,3.0,85.0,3
8579,Uttarahalli,1390.0,2.0,62.55,3
8581,Uttarahalli,1180.0,2.0,41.3,2
8582,Uttarahalli,1380.0,2.0,42.0,2
8583,Uttarahalli,1737.0,2.0,95.0,3
8585,Uttarahalli,3600.0,6.0,303.0,6
8586,Uttarahalli,1160.0,2.0,45.0,2
8587,Uttarahalli,1280.0,2.0,60.0,3
8589,Uttarahalli,1190.0,2.0,53.55,2
8590,Uttarahalli,1330.0,2.0,57.0,3
8591,Uttarahalli,1560.0,3.0,74.0,3
8593,Uttarahalli,1125.0,2.0,48.0,2
8594,Uttarahalli,1320.0,2.0,55.44,3
8596,Uttarahalli,1160.0,2.0,40.6,2
8598,Uttarahalli,1163.0,2.0,68.0,2
8600,Uttarahalli,1065.0,2.0,42.59,2
8601,Uttarahalli,1075.0,2.0,46.76,2
8602,Uttarahalli,1155.0,2.0,40.6,2
8603,Uttarahalli,1150.0,2.0,70.0,2
8606,Uttarahalli,1099.0,2.0,65.0,2
8607,Uttarahalli,1215.0,2.0,52.85,3
8609,Uttarahalli,1180.0,2.0,41.3,2
8612,Uttarahalli,1002.0,2.0,40.08,2
8613,Uttarahalli,1002.0,2.0,40.08,2
